name,line
Danny, Just take the paper off.
Narrator, Richard has got a medal. [Richard puts the medal on himself and giggles.]
Narrator," George has got a medal. [George puts the Medal on himself, then he snorts and giggles.]"
Suzy, Pass the Parcel! [George and Zuzu continue to fight over the Parcel.]
Narrator," Oh, Dear, George isn't passing the parcel!"
Peppa," [looks cross] No, George! That's Zaza's* medal!"
Peppa, It's a giant teddy!
Narrator, Edmond has won.
Emily," Mummy, Pass the Parcel is finished."
Mummy Elephant," Urm, Lovely. Now it's time for food."
 Suzy and Peppa," Hooray! [As the others run into the kitchen. The toddlers follow, and are surprised to see the bigger kids have their spots.]"
Narrator," Oh, the helpers have taken all the seats. [All the toddlers cry.]"
 Suzy and Peppa," Oh, Yes!"
Peppa, We're the helpers!
George," Juice, Please!"
Richard," Juice, Please!"
Edmond," Juice, Please!"
Zuzu or Zaza," Jelly, Please!"
Zuzu or Zaza, Jelly! Jelly!
Richard," More, Please! [Danny looks at the viewers in embarrassment. Mummy Elephant appears holding a Birthday Cake, the lights are dimmed.]"
Mummy Elephant," Happy Birthday, Edmond."
Narrator, It is the end of the party.
Mummy Elephant," Thank you to the helpers, you all worked really hard. [All the older kids are tired out.]"
Peppa," Yes, it's not easy looking after little children."
Suzy, (Sighs) I need to lie down!
Danny, I need a holiday!
Fun Fact, Peppa refers to Zuzu as Zaza. The reason why it’s displayed as Zaza already got a medal and Zuzu didn’t. Both twins are identical.)
Narrator, Peppa and George have been sailing with Granny and Grandpa Pig.
Narrator," It is a rainy day, and the school roof has a hole in it."
Madame Gazelle, Children! We are going to have a jumble sale. The money we raise will pay for a new school roof.
The Children, Hurrah!
Madame Gazelle, Everyone has to bring something for the jumble sale.
Peppa, What should we bring?
Madame Gazelle, You can bring an old toy or something you don't use any more.
Narrator, The parents come to pick up the children.
Madame Gazelle, Home time! Don't forget your old toys for the jumble sale tommorrow.
Transcript, Peppa's house)
Narrator, Peppa is choosing a toy for the jumble sale.
Daddy Pig," Peppa, have you decided?"
Peppa Pig, Erm.......
Daddy Pig, You only have to choose one toy.
Mummy Pig," Yes, and it will help pay for a new school roof."
Peppa, Okay. I'm going to give Mr. Dinosaur.
George, (He's crying.)
Narrator, Mr. Dinosaur is George's Favorite Toy!
Mummy Pig, Peppa! You can't give away Mr. Dinosaur.
Peppa, Can't I?
 Daddy Pig, No.
Peppa," Oh bother! Sorry, George."
George, Dinosaur!
Daddy Pig, Why don't you give your old jack-in-a-box.
Peppa," Ok. Now, it's your turn, Daddy."
Daddy Pig, What?
Peppa, We must all give something to the jumble sale.
Mummy Pig, I'm giving this hat and George is giving this ball.
Peppa," So what shall Daddy give? I know, The television!"
Daddy Pig, Not the Telly!
Peppa," No! It's too useful. Erm, I know! Daddy's smelly slippers. No! Too smelly. I know! Daddy's old chair."
Daddy Pig, But that's an antique.
Peppa, What does antique mean?
Daddy Pig, Antique means it's very old and valuable.
Mummy Pig," But you found it on a rubbish tip, Daddy Pig. It's worthless"
Daddy Pig, It'll be worth a lots of money when i mend it.
Mummy Pig," You've been saying that for ages, Daddy Pig."
Daddy Pig, I know. I'll give these lovely socks that Granny Pig made me.
Peppa, Good!
Transcript," School, outside)"
Madame Gazelle, I've come to collect your things for the jumble sale.
Peppa, Here they are.
Madame Gazelle, Thank you!
Mummy Pig, And would you like this old chair?
Madame Gazelle," Oh, most generous! Goodbye."
Mummy Pig and Peppa, Bye! Bye!
Peppa," Mummy, you gave away Daddy's Chair!"
Mummy Pig, Shh! Don't tell him. He'll never notice.
Narrator, It is the day of the jumble sale.
Miss Rabbit, Hello!
Peppa," Hello, Miss Rabbit."
Miss Rabbit," Peppa, how about this chair? It's a bit rubbish but you can chop it up for firewood."
Peppa, But it's an antique.
Miss Rabbit, Is it?
Peppa, Daddy said it's worth lots of money.
Miss Rabbit," Well, I never. i'd better put the price up."
Peppa," Bye. (Last Day after the Jumble Sale...) Hello, everyone!"
All," Hello, Peppa!"
Peppa," What did you give, Suzy?"
Suzy, I'm gave my nurse's outfit.
Pedro, I'm gave my parrot balloon.
Zoe," I'm gave my toy monkey! Ooo, ooo, ooo!"
Peppa," Oh, I will miss my Jack in a box! Can i buy this Jack-in-a-box, please?"
Suzy, And I'd like this nurse's outfit.
Pedro, The parrot balloon please.
Peppa," Mummy, Mummy, look what we've bought."
Mummy Pig, All your old toys!
Suzy, We missed them.
Daddy Pig, Look what I've bought! It's an antique chair!
Mama Pig," Oh, Daddy Pig! that's not an antique chair."
Daddy Pig, It is! Miss Rabbit just said so. And it matches my old one.
Peppa," Yes, Daddy, that's because-"
Mummy Pig, Shh! Peppa!
Peppa, it is your old chair.
Daddy Pig, What? But Miss Rabbit has just charged me lots of money for it!
Madame Gazelle," Fantastic news, everybody! We have just raised all the money we need for a new school roof."
All, Hurrah!
Madame Gazelle," Thank you, Daddy Pig."
Daddy Pig, You're most welcome.
Narrator," It is a rainy day, and the school roof has a hole in it."
Madame Gazelle, Children! We are going to have a jumble sale. The money we raise will pay for a new school roof.
The Children, Hurrah!
Madame Gazelle, Everyone has to bring something for the jumble sale.
Peppa, What should we bring?
Madame Gazelle, You can bring an old toy or something you don't use any more.
Narrator, The parents come to pick up the children.
Madame Gazelle, Home time! Don't forget your old toys for the jumble sale tommorrow.
Transcript, Peppa's house)
Narrator, Peppa is choosing a toy for the jumble sale.
Daddy Pig," Peppa, have you decided?"
Peppa Pig, Erm.......
Daddy Pig, You only have to choose one toy.
Mummy Pig," Yes, and it will help pay for a new school roof."
Peppa, Okay. I'm going to give Mr. Dinosaur.
George, (He's crying.)
Narrator, Mr. Dinosaur is George's Favorite Toy!
Mummy Pig, Peppa! You can't give away Mr. Dinosaur.
Peppa, Can't I?
 Daddy Pig, No.
Peppa," Oh bother! Sorry, George."
George, Dinosaur!
Daddy Pig, Why don't you give your old jack-in-a-box.
Peppa," Ok. Now, it's your turn, Daddy."
Daddy Pig, What?
Peppa, We must all give something to the jumble sale.
Mummy Pig, I'm giving this hat and George is giving this ball.
Peppa," So what shall Daddy give? I know, The television!"
Daddy Pig, Not the Telly!
Peppa," No! It's too useful. Erm, I know! Daddy's smelly slippers. No! Too smelly. I know! Daddy's old chair."
Daddy Pig, But that's an antique.
Peppa, What does antique mean?
Daddy Pig, Antique means it's very old and valuable.
Mummy Pig," But you found it on a rubbish tip, Daddy Pig. It's worthless"
Daddy Pig, It'll be worth a lots of money when i mend it.
Mummy Pig," You've been saying that for ages, Daddy Pig."
Daddy Pig, I know. I'll give these lovely socks that Granny Pig made me.
Peppa, Good!
Transcript," School, outside)"
Madame Gazelle, I've come to collect your things for the jumble sale.
Peppa, Here they are.
Madame Gazelle, Thank you!
Mummy Pig, And would you like this old chair?
Madame Gazelle," Oh, most generous! Goodbye."
Mummy Pig and Peppa, Bye! Bye!
Peppa," Mummy, you gave away Daddy's Chair!"
Mummy Pig, Shh! Don't tell him. He'll never notice.
Narrator, It is the day of the jumble sale.
Miss Rabbit, Hello!
Peppa," Hello, Miss Rabbit."
Miss Rabbit," Peppa, how about this chair? It's a bit rubbish but you can chop it up for firewood."
Peppa, But it's an antique.
Miss Rabbit, Is it?
Peppa, Daddy said it's worth lots of money.
Miss Rabbit," Well, I never. i'd better put the price up."
Peppa," Bye. (Last Day after the Jumble Sale...) Hello, everyone!"
All," Hello, Peppa!"
Peppa," What did you give, Suzy?"
Suzy, I'm gave my nurse's outfit.
Pedro, I'm gave my parrot balloon.
Zoe," I'm gave my toy monkey! Ooo, ooo, ooo!"
Peppa," Oh, I will miss my Jack in a box! Can i buy this Jack-in-a-box, please?"
Suzy, And I'd like this nurse's outfit.
Pedro, The parrot balloon please.
Peppa," Mummy, Mummy, look what we've bought."
Mummy Pig, All your old toys!
Suzy, We missed them.
Daddy Pig, Look what I've bought! It's an antique chair!
Mama Pig," Oh, Daddy Pig! that's not an antique chair."
Daddy Pig, It is! Miss Rabbit just said so. And it matches my old one.
Peppa," Yes, Daddy, that's because-"
Mummy Pig, Shh! Peppa!
Peppa, it is your old chair.
Daddy Pig, What? But Miss Rabbit has just charged me lots of money for it!
Madame Gazelle," Fantastic news, everybody! We have just raised all the money we need for a new school roof."
All, Hurrah!
Madame Gazelle," Thank you, Daddy Pig."
Daddy Pig, You're most welcome.
Narrator, It is a lovely sunny day.
Narrator, Mr. and Mrs. Kangaroo have come to visit.
Narrator," Today, Peppa and His Friends Have Come to the Little Cars Play Center"
Narrator, Peppa and her playgroup are visiting London for the day.
Madame Gazelle," Children, this is London!"
Peppa Pig, Wow! It's so busy!
Madame Gazelle, There's so much to see! I just can't decide where to go first!
Miss Rabbit, My friend the Queen lives in London. Maybe she can help.
Narrator, This is the palace where the Queen lives.
The Queen, Hello?
Miss Rabbit," Please, can I speak to the Queen?"
The Queen, I am the Queen. Who are you?
Miss Rabbit," It's Miss Rabbit. You said if I was ever London, I shoul drop in to see you."
The Queen," Ah, Miss Rabbit! Come in! Come in!"
The Queen," Hello, everyone!"
Children," Hello, Queen!"
Peppa Pig, We're visiting London for the day!
Miss Rabbit, We were hoping you could tell us the best places to see.
The Queen," I can do better than that! After all, London is my city. I'll give you a guided tour myself."
Children, Horray!
The Queen, The best way to see London is on a double-decker bus.
All, Ooh!
The Queen," Mr. Driver, please may we borrow your bus?"
 Driver, Borrow my bus? You must be joking!
The Queen, No. I am your Queen.
 Driver," In that case, Your Majesty, take it!"
Narrator," If the Queen asks you to do something, you must do it!"
 Driver, Everyone up to the top deck!
Peppa Pig, The bus has stairs in it!
Narrator, The double-decker bus has seats at the top!
The Queen," I am the Queen and I will be your tour guide today. First stop, Big Ben. (The scene then cuts to A tall clock tower.) This tall clock tower is called Big Ben."
Edmond Elephant," Actually, Big Ben is the bell not the tower."
The Queen, You know a lot for a little elephant.
Edmond Elephant, I'm a clever clogs.
The Queen, Oh.
Danny Dog, That was loud!
The Queen," That is the sound of Big Ben telling us the time. It rang three times, so it is 3:00."
Wendy Wolf," If it rang six times, would that make it 6:00?"
The Queen," Yes, it would."
Pedro Pony, And if it rang 100 times?
The Queen," Then it would be broken. On with the tour! Next stop, Tower Bridge! We need to cross the bridge to continue the tour."
Police Officer Squirrel, Stop! You can't cross!
Peppa Pig, Look! There's a big ship! It's going to bang into the bridge!
Peppa Pig, The bridge is lifting up!
All, Wow!
Narrator, Tower Bridge lifs to let tall ships sail through.
The Queen," Good. Now the ship has passed, we can be on our way. Please lower the bridge."
Police Officer Squirrel," I'm sorry, Your Majesty, but there's another ship coming."
The Queen," This is really too much. We can't wait around all day. Hold tight, everyone!"
All, Whee!
Narrator, The bus is balancing on the bridge.
Miss Rabbit," Now, what do we do?"
The Queen," Hang on a minute, lads, I've got a great idea. Everybody move to the front of the bus."
All, Okay!
Children, Horray!
Narrator, The Queen is good at driving buses.
The Queen," Are you enjoying your tour, children?"
Children, Yes!
Peppa Pig, Open-top buses are the best!
Pedro Pony, Why aren't all buses open like this one!
Narrator, It is raining.
Pedro Pony," Ah, yes, that's why all buses aren't open like this one."
Madame Gazelle," Children, open your umbrellas."
Narrator, It is very important to take an umbrella when you visit London.
The Queen," Next stop, Trafalgar Square. Oh, dear what a shame! Trafalgar Square is full of puddles!"
Peppa Pig, But we love puddles!
Peppa Pig," Come on, having a splash, Your Majesty!"
The Queen, It does look rather fun and one is wearing one's boots. Whee!
Narrator, The Queen loves jumping in London puddles. Everybody loves jumping in London puddles!
Daddy Pig, I wonder what this button this for!
ALL, (laughing)
Narrator, Peppa and Her Family Are in the Kitchen
Narrator, Mummy Pig is Making an Apple-pie
Narrator, Peppa and Her Family Are in the Kitchen
Narrator, Mummy Pig is Making an Apple-pie
Narrator, Peppa and George have come to Granny Pig and Grandpa Pig’s house for lunch.
Peppa Pig, Granny Pig!
George Pig, Ganky ‘ig!
Granny Pig," Hello, my little ones. Would you like to pick some vegetables from the garden for lunch?"
Peppa Pig," Yes, please."
Peppa Pig, Grandpa Pig!
George Pig, Papa ‘ig!
Grandpa Pig," Hello, Peppa, George."
Narrator, This is Grandpa Pig’s vegetable garden. He has grown all these vegetables himself.
George Pig, Grr.
Grandpa Pig, What’s this?
George Pig, Dinosaur.
Grandpa Pig," A dinosaur? Let’s choose some vegetables for lunch. Peppa, do you like tomatoes?"
Peppa Pig," Yes, Grandpa Pig."
Grandpa Pig," George, do you like tomatoes?"
George Pig, No.
Peppa Pig, George does not like tomatoes.
Grandpa Pig," Oh, dear."
Grandpa Pig, Do you both like lettuce?
Peppa Pig," Yes, Grandpa Pig."
George Pig, No.
Peppa Pig, George does not like lettuce.
Grandpa Pig," Oh, dear. I must have something that George likes."
Grandpa Pig, Do you like cucumber?
George Pig, Yuck!
Narrator, George does not like cucumbers. And he does not like lettuce. And he does not like tomatoes.
Grandpa Pig," Well, George, what vegetable do you like?"
George Pig, Chocolate cake.
Peppa Pig, Silly George. Chocolate cake isn’t a vegetable.
Grandpa Pig, Maybe George will like the vegetables when they’re made into a lovely salad.
Granny Pig," Oh, lovely fresh tomatoes, lettuce and cucumber."
Granny Pig," First, we have to wash them."
Narrator, Peppa and George help Granny Pig wash the vegetables.
Granny Pig, Maybe that’s enough washing.
